% Model,GRIN_Paper_Design_Unit_Cells_200127.mph
% Version,COMSOL 5.4.0.388
% Date,"Feb 16 2020, 18:45"
% Table,"Table 4 - Global Evaluation 1 (T_mag, R_mag, T_Phase, R_Phase, T, R)"
% Pillar_a (mm),freq (Hz),T_mag (1),R_mag (1),T_Phase (deg),R_Phase (deg),T (1),R (1)
5.97,1800,0.8989417635485478,0.43744269081490245,-47.614203514487755,42.7754926996784,0.6059939970547085-0.6639785913607692i,0.3210918662803774+0.2970793179539205i
5.97,1900,0.8888484928204289,0.4566830785301108,-50.03396629825568,40.35966616650503,0.5709370455295701-0.6812360334209528i,0.3479899338563427+0.29574049460700774i
5.97,2000,0.8785687106453235,0.47524513338333163,-52.42173772628351,37.96980721425595,0.5357903218448715-0.6962842166402705i,0.3746524080208694+0.2923927324143072i
5.97,2100,0.8681445019432054,0.49313033053186933,-54.77705630708285,35.60691872238265,0.5007105800878318-0.7091994016088304i,0.40092998004391567+0.28711090887052004i
5.97,2200,0.857616443566358,0.510343981100956,-57.09964683044575,33.27179480357253,0.4658397784960523-0.7200689307602135i,0.4266871349108478+0.27998047779719376i
5.97,2300,0.8470232582965486,0.5268949063137981,-59.3894178565603,30.965031498908413,0.4313045652521087-0.7289888696598811i,0.45180262235842045+0.27109524660067463i
5.97,2400,0.8364015187279008,0.5427950785465085,-61.64645678540009,28.687036908747256,0.3972161250415169-0.7360617165274533i,0.4761695832730505+0.26055522497136735i
5.97,2500,0.8257854037785576,0.558059239878303,-63.871022699480335,26.438041386257996,0.3636703511278903-0.7413942330529907i,0.49969536678757587+0.248464596320239i
5.97,2600,0.8152065087009754,0.5727045083774367,-66.06353721665322,24.218108132340753,0.3307483009095545-0.7450954390370916i,0.5223010800350514+0.2349298527434526i
5.97,2700,0.8046937077761114,0.5867499816685542,-68.22457361906937,22.027144338091436,0.2985168888932823-0.7472748024521779i,0.5439209164024732+0.22005812343092995i
5.97,2800,0.7942730674535567,0.6002163463362719,-70.35484454298539,19.864912891834834,0.2670297695161058-0.7480406458704352i,0.5645013094740415+0.20395571580947616i
5.97,2900,0.7839678065467558,0.6131255005528016,-72.45518851931863,17.731044585162287,0.23632836296062534-0.7474987803080901i,0.583999959014291+0.18672687888847142i
5.97,3000,0.7737982992586436,0.6255001960348121,-74.5265556518533,15.625050702248025,0.2064429795929125-0.7457513688303694i,0.6023847727161764+0.16847278961087128i
5.980000000000001,500,0.9937688980393892,0.13456495181087735,-13.860297863290885,75.34729979209584,0.9648330412960002-0.23806264959865633i,0.0340394617717253+0.13018848373859723i
5.980000000000001,600,0.9897210943749009,0.16109072741112823,-16.59808325926458,72.87672046177431,0.9484815256526457-0.28272007382971803i,0.04742972443913952+0.15395013380141542i
5.980000000000001,700,0.9849875000285951,0.18729667878367862,-19.32318240771721,70.35050806326316,0.9295003421321514-0.32592865659342574i,0.06298135349062124+0.1763898948236148i
5.980000000000001,800,0.9795917308345877,0.21313038548900207,-22.03344023099238,67.79484304570182,0.9080473080097098-0.36749155845518766i,0.08054711317660768+0.1973239057428303i
5.980000000000001,900,0.9735611747871511,0.2385423352319479,-24.72674432932988,65.22506650269995,0.884298298601997-0.4072319733794867i,0.09996233348726413+0.21658711314778634i
5.980000000000001,1000,0.9669267766146338,0.26348623588981507,-27.40104113299991,62.65110207513924,0.858444382626237-0.4449950935367991i,0.12104762136305652+0.23403518937486598i
5.980000000000001,1100,0.9597227611063466,0.287919378051165,-30.054352809415946,60.079902379338556,0.8306887042672711-0.48064961748486973i,0.14361182199760453+0.24954601347226135i
5.980000000000001,1200,0.951986297760343,0.3118029876864353,-32.68479449909988,57.51666013252521,0.8012431940321145-0.514088761927996i,0.16745515062788846+0.2630206753439328i
5.980000000000001,1300,0.9437571120226094,0.3351025391119077,-35.29059142211983,54.96545088180568,0.7703251981158102-0.5452307544894124i,0.19237240756538618+0.27438398008401393i
5.980000000000001,1400,0.9350770507773332,0.3577880105085952,-37.870095374292816,52.42959254913786,0.7381541194248307-0.5740188035827644i,0.21815618561887282+0.28358444798670207i
5.980000000000001,1500,0.9259896118534555,0.37983407062299923,-40.421800145233405,49.91185480543973,0.7049481622362448-0.6004205607907297i,0.24459998008501252+0.2905938246908372i
5.980000000000001,1600,0.9165394488762975,0.40122018967576323,-42.94435541681003,47.414584860411765,0.6709212667861912-0.6244271095335944i,0.27150111697580864+0.29540613413459055i
5.980000000000001,1700,0.906771863806864,0.42193067120281813,-45.436578754820616,44.93978502429927,0.6362803102083162-0.6460515303232266i,0.29866342482678815+0.2980363232433156i
5.980000000000001,1800,0.8967322998155132,0.4419546049038169,-47.897465372750816,42.48916177528212,0.6012226369330211-0.6653271062956356i,0.3258995885037045+0.29851856057673365i
5.980000000000001,1900,0.8864658468625467,0.46128574357560925,-50.32619542648708,40.06415781059389,0.5659339659329303-0.6823052424371052i,0.35303313894493316+0.29690426071848525i
5.980000000000001,2000,0.8760167714429637,0.4799223098534958,-52.72213868551963,37.66597398442963,0.530586705110925-0.6970531774612939i,0.3799000496245275+0.2932599116660789i
5.980000000000001,2100,0.8654280805695107,0.4978667406354112,-55.084856512392186,35.29558538632404,0.49533868590961866-0.7096515686444719i,0.4063499275297735+0.28766478378048926i
5.980000000000001,2200,0.8547411283261258,0.5151253786879747,-57.414101167648155,32.95375421620507,0.46033231487013376-0.7201920274055543i,0.43224680258269815+0.280208596273318i
5.980000000000001,2300,0.8439952713116682,0.5317081219924918,-59.709812533265556,30.641041115761507,0.4256941242996358-0.7287746774780409i,0.45746953379998156+0.2709892112937527i
5.980000000000001,2400,0.8332275772298114,0.547628041875781,-61.97211241418947,28.357815974412567,0.39153469208212754-0.7355057989930568i,0.4819118624246394+0.260110417136872i
5.980000000000001,2500,0.8224725888237158,0.5629009809480806,-64.20129663107775,26.104268806075236,0.3579488913567831-0.7404956114271272i,0.5054821513987602+0.24767985176350593i
5.980000000000001,2600,0.8117621434468536,0.5775451413868615,-66.39782515799104,23.88042101132272,0.325016424438824-0.7438562370367223i,0.5281028567252335+0.23380710651778192i
5.980000000000001,2700,0.8011252468830325,0.5915806732639315,-68.56231058487123,21.68613715250323,0.29280259189697455-0.7456998748637508i,0.5497097795824047+0.2186020384417092i
5.980000000000001,2800,0.7905879986241438,0.605029271501818,-70.69550519976328,19.521137244894454,0.26135924682060674-0.7461372043196173i,0.570251148780861+0.20217330854524024i
5.980000000000001,2900,0.7801735647176298,0.6179137887692863,-72.79828698761409,17.385009488715824,0.23072588566542573-0.7452760272329431i,0.5896865816718054+0.18462715333188456i
5.980000000000001,3000,0.7699021935196623,0.6302578702593815,-74.87164483648354,15.27722332072226,0.2009308301516364-0.7432201484627295i,0.6079859683847255+0.16606638814395552i
5.99,500,0.9935369871189347,0.13630495414208046,-13.958841307186631,75.26086836331395,0.964197106301904-0.23966577764129124i,0.03467850278174691+0.1318197328494146i
5.99,600,0.9893897876419113,0.1631538084205517,-16.715432760962226,72.76815810041305,0.947583180369819-0.28456680792096134i,0.0483325041611424+0.15583046635251796i
5.99,700,0.9845413692128776,0.18966968211669868,-19.45885103888773,70.22117690752192,0.9283053340077547-0.327980052052436i,0.06418235051695383+0.17848029077847335i
5.99,800,0.979016683850598,0.21579846550047221,-22.186870158583364,67.64585757767998,0.9065274945641643-0.3697047049430679i,0.0820746906834293+0.19958136902421003i
5.99,900,0.9728445995460367,0.24148917703345357,-24.89731287399042,65.05743065251994,0.8824320799077187-0.4095610323451515i,0.10183830627286283+0.2189657096437003i
5.99,1000,0.9660576546467775,0.26669429627557495,-27.588067595353817,62.465773387766085,0.8562169436826564-0.44739237527294007i,0.12328701307379301+0.23648712454014606i
5.99,1100,0.9586917487301108,0.2913701400977212,-30.257105936360194,59.87782295902805,0.8280920665817937-0.4830666603559927i,0.14622281320919117+0.2520227121466549i
5.99,1200,0.9507857736338217,0.3154772221282268,-32.902500447807114,57.298770883644174,0.7982760836063391-0.5164773777103794i,0.17043921060351624+0.2654738276564995i
5.99,1300,0.9423811909779125,0.3389805657788136,-35.52244206035585,54.73269672826893,0.7669927442919119-0.5475440067359981i,0.19572459520929597+0.2767665203847492i
5.99,1400,0.9335215649713392,0.3618499534486305,-38.11525674953761,52.18292254080773,0.7344674052751534-0.5762118905879344i,0.22186559896330088+0.2858514383511684i
5.99,1500,0.924252061275692,0.3840601010340235,-40.6794209512459,49.65221927505518,0.7009236519951771-0.602451580499304i,0.24865032877932136+0.2927032203516041i
5.99,1600,0.9146189242099112,0.40559075149247054,-43.213575290745815,47.14293091243365,0.6665801390671329-0.6262576903512939i,0.2758713890521401+0.29731941476914986i
5.99,1700,0.9046689453520549,0.42642668508021414,-45.716536248342074,44.65705116923048,0.6316477272237018-0.647647318667754i,0.3033286174998344+0.29971898097074073i
5.99,1800,0.8944489367585301,0.44655764733245473,-48.18730545650419,42.19627224938029,0.5963269797896922-0.6666581085109287i,0.33083147293275683+0.29994044226852706i
5.99,1900,0.8840052214876927,0.46597819893752523,-50.62507640811494,39.76201695346315,0.5608060643859547-0.6833460249137628i,0.35820103056507335+0.29803976846585295i
5.99,2000,0.873383152989188,0.48468749428277424,-53.02923844476332,37.35546093503939,0.5252590872385028-0.6977829341555368i,0.3852715585722796+0.2940880706002894i
5.99,2100,0.8626266733417102,0.5026889975555945,-55.39937798287945,34.977549276728155,0.48984486932411003-0.7100540694605103i,0.41189166754603646+0.28816919070156316i
5.99,2200,0.8517779183719524,0.5199901468003375,-57.735277021265176,32.62900998203446,0.45470615664239117-0.7202554639414834i,0.43792504119757264+0.28037726559323756i
5.99,2300,0.840876875556474,0.5366019772516357,-60.03690904754621,30.310365994104213,0.4199692421350669-0.7284914244561258i,0.46325077126099934+0.2708143366154279i
5.99,2400,0.8299610984177562,0.552538715599284,-62.30443252734616,28.021946721360422,0.3857439646942277-0.7348721103626037i,0.48776333141016137+0.259588067460289i
5.99,2500,0.8190654790126626,0.5678173566447062,-64.53818220953872,25.76389963507503,0.35212404174347484-0.7395112697832819i,0.5113722338037863+0.2468096209662566i
5.99,2600,0.8082220781827997,0.5824572331616189,-66.73865851819977,23.536202229602505,0.3191876860473682-0.7425241738407243i,0.5340014175286777+0.23259173360128527i
5.99,2700,0.7974600115554877,0.596479588790684,-68.90651532539809,21.33867445360687,0.28699845456113376-0.7440257771808713i,0.5555884209037116+0.2170470142656278i
5.99,2800,0.7868053879318507,0.6099071625432141,-71.0425464090333,19.17099160227621,0.2556062769647424-0.7441291216279695i,0.5760833896283377+0.20028648260888554i
5.99,2900,0.7762812956494485,0.6227637921111965,-73.14767089912739,17.03269758651302,0.22504861355077663-0.7429439894864617i,0.5954479706009073+0.1824183517960258i
5.99,3000,0.7659078318079313,0.6350740417357017,-75.22291800667232,14.923218452295304,0.19535169586306975-0.7405758041876261i,0.6136541373675655+0.1635470518786228i
6,500,0.9932950883895642,0.13809567242801557,-14.060328743289272,75.17153208343795,0.9635364248271624-0.24131450567697374i,0.03534228703248335+0.13349658231827263i
6,600,0.9890443353476038,0.16527635754760667,-16.836263097943462,72.65614448922031,0.9466503094121489-0.2864644637176944i,0.049269804894023085+0.15776172124412569i
6,700,0.984076375606145,0.19211019912818517,-19.59851023050031,70.0878776591816,0.927065066753887-0.3300858600890647i,0.06542860034703483+0.18062510032024606i
6,800,0.9784175881882905,0.21854132397427561,-22.344769911523716,67.49241921540339,0.9049510837520157-0.37197380672870434i,0.08365885733337493+0.20189478912072822i
6,900,0.9720984182265033,0.24451722502962792,-25.07279724744495,64.88489146544634,0.880497678884176-0.41194559373544515i,0.1037824510457368+0.22139981072965925i
6,1000,0.9651530982084636,0.2699891158071258,-27.78042040441821,62.275127212758534,0.853909842742307-0.4498427319066129i,0.1256060541097021+0.2389921375805158i
6,1100,0.9576193034935542,0.2949123202433513,-30.465558817145627,59.67004963089895,0.8254047250057353-0.4855324606673445i,0.14892449312277528+0.2545481722178367i
6,1200,0.949537746924011,0.31924663825905986,-33.12624142215871,57.07484993873305,0.7952079663755481-0.518908684689698i,0.17352425950654532+0.2679696762740444i
6,1300,0.9409517200990165,0.3429566576382019,-35.760624424026105,54.49361207386745,0.7635499802628091-0.5498923232760773i,0.1991870723438203+0.2791841314069704i
6,1400,0.9319065912939752,0.36601199521477634,-38.36700809995146,51.92966202871387,0.7306622901603944-0.5784310785519082i,0.2256933895849324+0.2881445375827301i
6,1500,0.922449271919581,0.388387457133104,-40.94385217004,49.38577135861355,0.6967740244769103-0.6044986501880837i,0.2528257679696739+0.29482867551997605i
6,1600,0.9126276647513268,0.4100631127651208,-43.489789303455865,46.86427968499488,0.6621086615053099-0.6280934443449535i,0.2803719809788785+0.2992378798424417i
6,1700,0.9024901077663467,0.4310242809126466,-46.00363639614677,44.36717060579454,0.6268811037086821-0.6492368415525236i,0.30812781737728123+0.3013953863193279i
6,1800,0.8920848273296552,0.45126143049089745,-48.48440333443967,41.89612019877389,0.5912951437314635-0.6679711012846055i,0.33589949947665343+0.3013443294638623i
6,1900,0.8814594137169601,0.4707700010042512,-50.9312990472174,39.452529256569925,0.5555413657036882-0.6843569894596884i,0.36350567887134955+0.29914547510170025i
6,2000,0.8706603305829794,0.4895501507458583,-53.34373474239359,37.03754592908848,0.5197955057770944-0.6984712187519236i,0.3907789867869318+0.29487477610177437i
6,2100,0.8597324681873035,0.5076064426692728,-55.721324313549964,34.65208286324064,0.484217276768411-0.7104037906250339i,0.41756713504229526+0.28862083842287484i
6,2200,0.848718748055858,0.5249474792803084,-58.06388198818486,32.29683137246883,0.4489496443135876-0.7202553229044587i,0.4437335808725377+0.2804823794978659i
6,2300,0.837659784470336,0.5415854986560535,-60.37141736227451,29.972274197921966,0.41411852699192275-0.728134438219296i,0.46915778361810134+0.2705657524984952i
6,2400,0.8265936058913472,0.5575359438512534,-62.644128028879116,27.678697801454966,0.3798328809760932-0.734155277737524i,0.49373509298487045+0.2589825991091474i
6,2500,0.8155554372473334,0.5728170175826193,-64.88239005553652,25.416204724409166,0.3461851212176111-0.7384351921944383i,0.5173763169626614+0.24584768105149682i
6,2600,0.8045775420805157,0.5874492332511699,-67.08674659830902,23.184726277866023,0.31325182596168255-0.7410926492362447i,0.5400070225355845+0.23127692764225347i
6,2700,0.7936891218770246,0.6014549722267073,-69.25789495996248,20.98403565485391,0.28109466925419424-0.7422453833489283i,0.5615666242954289+0.21538572397832165i
6,2800,0.782916268610407,0.6148580559232985,-71.39667240585241,18.813761441148262,0.2497615266923818-0.7420088028043424i,0.5820073153360203+0.19828745252571106i
6,2900,0.7722819655432602,0.6276833397139873,-73.50404104662653,16.673401432475618,0.21928770242890985-0.7404946575545371i,0.6012928919161418+0.18009229046693737i
6,3000,0.7618061307199809,0.6399563341959233,-75.58107208401563,14.5623366274004,0.18969722984492102-0.7378099631962908i,0.6193975188303598+0.160906256386377i
6.01,500,0.9930754773071012,0.13970077847117535,-14.151150622173944,75.09131833347483,0.962939750193324-0.24278785209796963i,0.03594210718546766+0.13499804604704752i
6.01,600,0.9887308205443079,0.1671783176291988,-16.94437131144874,72.55572411286938,0.9458082062249492-0.28815876271903385i,0.050116398697742086+0.15948961241064646i
6.01,700,0.98365453526381,0.19429630541355555,-19.723432764978224,69.96849030842199,0.9259460823919384-0.3319639999278287i,0.06655364899455676+0.1825422310120784i
6.01,800,0.9778743252821402,0.2209972670116105,-22.48596712164398,67.35509286493574,0.9035297004299278-0.373995022008323i,0.08508810162408632+0.20396030738506504i
6.01,900,0.9714220967896281,0.24722731726387853,-25.2296680971914,64.73056167760409,0.8787547042500532-0.4140664921115438i,0.10553530031168444+0.22357022786949302i
6.01,1000,0.9643336480621958,0.27293653435617,-27.95230944067933,62.10469240918159,0.8518326090760097-0.4520183523925781i,0.12769538662581345+0.24122238706397214i
6.01,1100,0.9566482915208037,0.29807936145787006,-30.65176373653537,59.48439720745398,0.8229870984371911-0.4877173253797794i,0.15135664656203235+0.25679266202254997i
6.01,1200,0.9484084141054103,0.322614976961256,-33.326021072870375,56.87486773494918,0.7924501756513955-0.5210578077872088i,0.17629920193890095+0.2701832984390752i
6.01,1300,0.9396589847045678,0.3465076041766771,-35.97320707523635,54.28019195927419,0.7604582818412621-0.5519621446395166i,0.2022987369703572+0.28132319629290964i
6.01,1400,0.9304470197378332,0.36972674395244515,-38.59159980418049,51.70369906180784,0.727248492420799-0.5803802949882868i,0.22913015041813545+0.2901676056403257i
6.01,1500,0.920821019841096,0.39224732060636214,-41.17964504580237,49.14816043534904,0.6930548982747361-0.6062889233348993i,0.2565710292306763+0.296697265714367i
6.01,1600,0.9108303917284086,0.41404973661637706,-43.73596957346792,46.615910821588095,0.6581052669417217-0.6296899714301408i,0.28440485032219665+0.3009170409021399i
6.01,1700,0.900524869768008,0.43511983567794266,-46.25939203065757,44.108923580506165,0.6226180638659712-0.6506087823096743i,0.31242383219183223+0.3028541240910707i
6.01,1800,0.8899539514493138,0.455448777410518,-48.74893116835798,41.62885903545001,0.5867998952839526-0.6690918611035332i,0.3404313763369996+0.3025558904566753i
6.01,1900,0.8791663599505232,0.4750328301360692,-51.20381126267677,39.17709687938028,0.5508434140215448-0.6852043649143968i,0.3682440585176713+0.3000874923643394i
6.01,2000,0.8682095454119066,0.4938730907293359,-53.6234646346075,36.75475921495147,0.5149257086813193-0.6990274166893533i,0.39569315046131975+0.2955292886069707i
6.01,2100,0.8571292345055611,0.5119751424824919,-56.00753128333708,34.362728243890516,0.4792071768511849-0.7106553357981676i,0.42262567226435+0.2889741989574054i
6.01,2200,0.8459690356102956,0.5293486631839613,-58.35585573178829,32.00166108115546,0.44383086505918407-0.7201928716894037i,0.44890499340843537+0.2805250685903482i
6.01,2300,0.8347701044673461,0.5460069962205216,-60.66848125298433,29.6720032113861,0.40892224318584786-0.7277525172339002i,0.47441101514923906+0.27029211721177726i
6.01,2400,0.82357087283256,0.5619666974943487,-62.94564170756138,27.374001492468327,0.37458936935466136-0.73345196635135i,0.49903997851637+0.2583905356917815i
6.01,2500,0.812406840425702,0.5772470703936031,-65.18775126513026,25.107717212213885,0.34092339324196924-0.737411767136146i,0.5227039500868962+0.24493827965745352i
6.01,2600,0.8013104285210434,0.5918697000813252,-67.39539231352201,22.87303944251891,0.3079993411101677-0.7397532079905302i,0.5453300421493076+0.23005409582050976i
6.01,2700,0.7903108919042902,0.6058579970629895,-69.56930187393891,20.669698765626634,0.275877124460616-0.7405964610109181i,0.5668594251405836+0.2138558036024844i
6.01,2800,0.7794342846622707,0.6192367584974712,-71.71035684341653,18.497281338504706,0.24460271548610407-0.7400589947320482i,0.5872461888098206+0.19645884251617676i
6.01,2900,0.7687034743694245,0.6320317541226157,-73.81955837819727,16.355243196489447,0.21420943594812916-0.7382542577313109i,0.6064561049744478+0.1779750852184993i
6.01,3000,0.7581381986896297,0.6442693420726958,-75.89801571524418,14.242924662555755,0.18471931112720016-0.7352906258133917i,0.6244653395825381+0.15851190742291132i
6.02,500,0.9928174940948267,0.14156222873903912,-14.25676135428441,74.997728939233,0.9622405568800696-0.2444988492321893i,0.03664442081114754+0.1367371603807084i
6.02,600,0.9883626555042371,0.16938334130493213,-17.07005924051562,72.43875614672866,0.944821860225031-0.290124785629045i,0.051107199180507545+0.16148922720586367i
6.02,700,0.9831593572281973,0.19682983142207927,-19.86863710352543,69.82957284432088,0.9246361132581946-0.33414125720141347i,0.06786963345559335+0.1847584785395451i
6.02,800,0.9772368940531048,0.22384234269272768,-22.6500473734905,67.19541873026164,0.9018667034005554-0.3763354838385211i,0.08675889596759785+0.20634507106459332i
6.02,900,0.9706289230336052,0.25036537988696544,-25.411911686691443,64.55122178695225,0.8767167878412239-0.4165191233866011i,0.10758301113681538+0.22607237593452317i
6.02,1000,0.9633731144017232,0.276347704900399,-28.151940204372895,61.9067376873131,0.8494056109618527-0.45453037920319184i,0.13013438492556703+0.24378903967111065i
6.02,1100,0.9555107327096296,0.301742751504367,-30.86795110044783,59.26886751345491,0.8201645726173723-0.49023548846106224i,0.154193580232191+0.25937044531057324i
6.02,1200,0.947086155588903,0.32650899995044474,-33.55788971973308,56.642804227856715,0.7892331637742336-0.5235295591531405i,0.17953322418413584+0.2727195417689908i
6.02,1300,0.938146340318875,0.3506102827409222,-36.21984689254762,54.032640564409434,0.7568548903173418-0.5543367486072188i,0.20592192900792355+0.28376703388047936i
6.02,1400,0.9287402506866801,0.3740160055873801,-38.85207590015862,51.44170896551241,0.7232733040672269-0.5826098015560965i,0.23312810972251058+0.29247095051089805i
6.02,1500,0.9189182582913061,0.3967012748487964,-41.4530076245865,48.872779791076496,0.6887282522823472-0.6083289898806657i,0.26092358950924127+0.29881563196103594i
6.02,1600,0.9087315334232218,0.4186469279660116,-44.021263472950295,46.32818096994459,0.6534524438540495-0.6315005173860827i,0.2890868965447195+0.302810198873026i
6.02,1700,0.8982314407961446,0.43983946775918303,-46.555665744931844,43.80987261271711,0.6176684128946163-0.6521544701579248i,0.3174061733283579+0.3044865818582649i
6.02,1800,0.8874689548059489,0.4602709052215661,-49.055245202336394,41.31949524912406,0.5815859398960399-0.6703424052375049i,0.3456816398671184+0.30389720310042295i
6.02,1900,0.8764941077149071,0.4799385185866133,-51.519245695776355,38.85840250060688,0.5453999685938276-0.6861346770983107i,0.37372757389996997+0.3011124077980771i
6.02,2000,0.8653554822870128,0.49884453897622705,-53.94712580143999,36.4276846407372,0.5092890345563927-0.6996176026979352i,0.40137379322795813+0.2962177445329784i
6.02,2100,0.8540997581563617,0.5169957747336648,-56.33855751290194,34.02818697272698,0.47341420078086033-0.7108905621695754i,0.42846664573558485+0.2893111898709746i
6.02,2200,0.8427713187140569,0.5344031876552097,-58.69342211701961,31.660525433102407,0.43791847726404326-0.7200631242590972i,0.4548695307942331+0.28050040451144365i
6.02,2300,0.8314119227412731,0.5510814347275333,-61.01180345240464,29.325100887557763,0.40292668649156943-0.7272522743788878i,0.48046299056490516+0.2699000970707207i
6.02,2400,0.8200604425577925,0.5670483887531435,-63.29397880596273,27.022112982733045,0.36854572545327074-0.732579809780617i,0.5051444208594589+0.25762955820731837i
6.02,2500,0.8087526682013064,0.5823246504824526,-65.54040774236226,24.751574028710728,0.33486516730827226-0.7361699518768308i,0.5288274585296135+0.2438104133637867i
6.02,2600,0.7975211752142015,0.5969330636978778,-67.75171918670954,22.513323131958085,0.30195814198715687-0.7381472112002491i,0.5514411060300397+0.2285646278760149i
6.02,2700,0.7863952520289955,0.6108982432290124,-69.92869709129792,20.307040636382094,0.26988243445246696-0.7386345266691486i,0.5729286542083535+0.21201278444305782i
6.02,2800,0.7754008817673528,0.6242461242303404,-72.07226501577784,18.132262826818096,0.23868174150266702-0.7377516883876595i,0.5932464620683472+0.19427264053384022i
6.02,2900,0.7645607724466906,0.6370035393633782,-74.1834699380351,15.988396789540078,0.208387032267633-0.7356140425161612i,0.6123626478575883+0.17545796268711822i
6.02,3000,0.7538944291534516,0.6491978288455369,-76.26346559364197,13.87473529403021,0.17901796328972275-0.732331468071807i,0.6302557399438763+0.15567762602749308i
6.03,500,0.9924910589636871,0.14388178604634702,-14.388800297736935,74.88026262316745,0.9613583557238207-0.2466345758462362i,0.037529705128338815+0.13890100643575884i
6.03,600,0.9878969983307402,0.1721300034058754,-17.227164668277233,72.29223231781339,0.9435780182775156-0.29257649039928496i,0.052355442587561626+0.1639745276070866i
6.03,700,0.9825333469817761,0.1999843258523548,-20.050090637053273,69.65576019811931,0.9229851958132588-0.33685324139864176i,0.06952649482142845+0.18750945870666552i
6.03,800,0.9764314643952732,0.22738301870757355,-22.855029516886567,66.99580485570326,0.8997723559947306-0.37924676933203966i,0.0888609485394564+0.20930066655707721i
6.03,900,0.9696272740001023,0.2542685655559247,-25.639511930873503,64.32717478334797,0.8741522844286197-0.41956505349360906i,0.11015719388815282+0.2291678338348458i
6.03,1000,0.9621608622992073,0.28058809172605303,-28.401168222472638,61.65958015069818,0.8463540985064488-0.4576442558163387i,0.13319775755904634+0.24695755627173965i
6.03,1100,0.954076005774271,0.30629379437510396,-31.137748791800625,58.99991059303182,0.816619018026905-0.49335018413998827i,0.15775337589898333+0.26254477878101584i
6.03,1200,0.9454196349214262,0.33134332085160983,-33.8471438361898,56.35336165620791,0.7851960221894295-0.5265790470887156i,0.18358718093193602+0.2758335426855071i
6.03,1300,0.9362412475183544,0.35570006726812553,-36.527401966879026,53.72403196286174,0.7523375251291792-0.557257500476419i,0.21045886955972484+0.2867570436418114i
6.03,1400,0.9265922854269337,0.3793333822407409,-39.17674719552026,51.115257195431184,0.7182951980449943-0.5853420127397406i,0.2381287302080119+0.2952770270978085i
6.03,1500,0.9165254906664237,0.40221866832838477,-41.79359383242109,48.52980501131902,0.6833160553926287-0.6108176024673705i,0.2663614115643172+0.3013825734532832i
6.03,1600,0.9060942571678814,0.42433737921795234,-44.3765589056534,45.96999299426411,0.6476389065401829-0.6336960230331661i,0.2949293340011834+0.3050883467902023i
6.03,1700,0.895351994401776,0.4456769152617477,-46.924471799051005,43.43776257850241,0.611491253804092-0.6540134864055461i,0.3236156644956587+0.3064323979122643i
6.03,1800,0.8843515180895252,0.4662304238085538,-49.436380902160025,40.93472726716478,0.575086694622691-0.6718280294950454i,0.35221679883719326+0.3054736235775256i
6.03,1900,0.8731444815431908,0.4859965139133859,-51.9115571684169,38.462205738269596,0.5386228613444385-0.6872166317009922i,0.3805443189540319+0.3022889889621782i
6.03,2000,0.8617808589548884,0.504978897417816,-54.34949457662265,36.02124614232729,0.502279908382497-0.7002721917199738i,0.4084264166933365+0.2969706197325825i
6.03,2100,0.8503084894010176,0.5231859700167063,-56.74990758348353,33.61264541176265,0.46621953472798294-0.711100465887531i,0.4357087969356433+0.2896228642480014i
6.03,2200,0.8387726876049351,0.5406303467710888,-59.112725737093456,31.236965909388932,0.43058451111010415-0.7198170602757888i,0.46225509140684956+0.280359416318184i
6.03,2300,0.8272159247622769,0.5573283666620207,-61.43808568685623,28.89455081699367,0.3954986661970558-0.7265445555619138i,0.4879468292605841+0.2693005757526302i
6.03,2400,0.8156775801913467,0.5732995802508908,-63.72632087713736,26.585539078202043,0.36106727548261414-0.7314098286202975i,0.5126830210484637+0.2565707088591136i
6.03,2500,0.8041937622803764,0.5885662334904227,-65.97794924607282,24.30988033108668,0.3273777898986855-0.734541618951383i,0.5363794191370368+0.24229595525166678i
6.03,2600,0.7927971953021985,0.603152759287448,-68.19365926979577,22.06735002207205,0.2945008384510715-0.736068372524352i,0.5589675202018245+0.2266022118062513i
6.03,2700,0.781517167151443,0.6170852867508914,-70.37429469681936,19.85756473855085,0.2624914397685845-0.7361163811522143i,0.5803933746896649+0.2096134102121619i
6.03,2800,0.7703795319903565,0.6303911762345809,-72.52083831085245,17.67999770146899,0.2313903607530831-0.7348082227766907i,0.6006162646890226+0.1914500918396864i
6.03,2900,0.7594067610985596,0.6430985864622608,-74.63439504202451,15.53399430661573,0.2012255658498805-0.7322614973154059i,0.6196073061929162+0.17222827300450913i
6.03,3000,0.7486180349182244,0.6552360782618215,-76.7161747239771,13.418787577028455,0.17201370710091107-0.7285878442399556i,0.637348024948701+0.15205858525555818i
6.04,500,0.9922010214582313,0.14591059465232167,-14.504122503117763,74.77729703448709,0.9605792005638851-0.2484964112956258i,0.03831196919430555+0.14079096081868575i
6.04,600,0.9874834544831647,0.17453137806522423,-17.36433901123079,72.16402488734897,0.94248014734827-0.2947112904732147i,0.05345775188405766+0.1661429224879855i
6.04,700,0.9819776864999663,0.20274092784004322,-20.20846925533544,69.5038501804003,0.9215290763564403-0.33921134741260073i,0.07098860817060276+0.18990655947450114i
6.04,800,0.9757169626574803,0.23047539664903463,-23.033874319858736,66.82149741258192,0.8979266448898984-0.38177392736318333i,0.09071442969890924+0.21187213291259305i
